sale_id,date,customer_id,dog_name,service,price_mxn,payment_method,employee_id,notes,is_churned
DD-005139,2023-10-29,C-016,Max,Corte,320.0,Efectivo,EMP-01,,1
DD-005277,2023-10-29,C-089,Panda,Guardería,180.0,Efectivo,EMP-04,propina incluida,0
DD-005533,2023-10-29,C-224,Zeus,Baño,290.0,Efectivo,EMP-03,primera visita,0
DD-005675,2023-10-29,C-295,Chico,Baño,250.0,Transferencia,EMP-07,,0
DD-005458,2023-10-29,C-186,Frida,Guardería,160.0,Efectivo,EMP-06,alérgico a champú,0
DD-005448,2023-10-30,C-181,Nala,Corte,480.0,Tarjeta,EMP-02,perro agresivo,0
DD-005346,2023-10-30,C-129,Tigrillo,Guardería,220.0,Tarjeta,EMP-01,,0
DD-005715,2023-10-30,C-315,Zeus,Corte,290.0,Efectivo,EMP-02,,0
DD-005189,2023-10-30,C-041,Tigrillo,Guardería,160.0,Tarjeta,EMP-02,requiere cita previa,1
DD-005314,2023-10-30,C-110,Pancho,Hotel,580.0,Efectivo,EMP-08,cliente frecuente,0
DD-005318,2023-10-30,C-113,Lola,Corte,370.0,Tarjeta,EMP-06,,0
DD-005705,2023-10-30,C-310,Paloma,Baño,210.0,Tarjeta,EMP-04,traer vacunas,0
DD-005468,2023-10-30,C-192,Sammy,Guardería,170.0,Tarjeta,EMP-02,,0
DD-005692,2023-10-30,C-303,Toby,Corte,340.0,Tarjeta,EMP-08,,0
DD-005154,2023-10-30,C-022,Sammy,Guardería,250.0,Tarjeta,EMP-04,requiere cita previa,1
DD-005688,2023-10-30,C-299,Negro,Guardería,160.0,Tarjeta,EMP-05,alérgico a champú,0
DD-005629,2023-10-30,C-269,Maya,Hotel,430.0,Efectivo,EMP-05,cliente VIP,0
DD-005626,2023-10-30,C-265,Duke,Guardería,220.0,Tarjeta,EMP-07,,0
DD-005480,2023-10-30,C-196,Nina,Guardería,230.0,Efectivo,EMP-04,descuento aplicado,0
DD-005522,2023-10-30,C-219,Nina,Hotel,460.0,Tarjeta,EMP-01,traer vacunas,0
DD-005601,2023-10-30,C-254,Fifi,Baño,420.0,Tarjeta,EMP-04,descuento aplicado,0
DD-005135,2023-10-30,C-015,Panda,Guardería,160.0,Efectivo,EMP-04,,1
DD-005121,2023-10-30,C-008,Boby,Baño,290.0,Tarjeta,EMP-02,descuento aplicado,1
DD-005631,2023-10-31,C-270,Luna,Hotel,360.0,Efectivo,EMP-01,,0
DD-005226,2023-10-31,C-061,Toby,Baño,400.0,Efectivo,EMP-07,primera visita,1
DD-005658,2023-10-31,C-287,Maya,Guardería,180.0,Tarjeta,EMP-03,,0
DD-005598,2023-10-31,C-253,Luna,Baño,420.0,Transferencia,EMP-06,primera visita,0
DD-005647,2023-10-31,C-279,Coco,Guardería,180.0,Efectivo,EMP-08,,0
DD-005564,2023-10-31,C-239,Pancho,Guardería,160.0,Efectivo,EMP-05,,0
DD-005472,2023-10-31,C-194,Nina,Guardería,190.0,Tarjeta,EMP-01,traer vacunas,0
DD-005382,2023-10-31,C-147,Rex,Corte,480.0,Tarjeta,EMP-06,alérgico a champú,0
DD-005152,2023-10-31,C-021,Rocky,Adiestramiento,650.0,Transferencia,EMP-08,,1
DD-005704,2023-10-31,C-310,Paloma,Hotel,530.0,Transferencia,EMP-03,,0
DD-005120,2023-10-31,C-007,Tito,Baño,280.0,Efectivo,EMP-02,,1
DD-005503,2023-10-31,C-213,Pancho,Corte,270.0,Efectivo,EMP-02,,0
DD-005195,2023-10-31,C-045,Thor,Guardería,240.0,Efectivo,EMP-05,perro agresivo,1
DD-005807,2023-11-01,C-043,Luna,Corte,260.0,Tarjeta,EMP-05,,1
DD-006127,2023-11-01,C-208,Coco,Guardería,170.0,Tarjeta,EMP-08,pago pendiente,0
DD-005744,2023-11-01,C-012,Chispa,Baño,400.0,Efectivo,EMP-08,cliente VIP,1
DD-005745,2023-11-01,C-013,Coco,Guardería,220.0,Tarjeta,EMP-08,,1
DD-006152,2023-11-01,C-221,Beto,Adiestramiento,800.0,Tarjeta,EMP-08,primera visita,0
DD-006269,2023-11-01,C-278,Estrella,Guardería,200.0,Efectivo,EMP-08,descuento aplicado,0
DD-005759,2023-11-01,C-017,Canela,Adiestramiento,440.0,Transferencia,EMP-04,,1
DD-006268,2023-11-01,C-277,Panda,Guardería,220.0,Tarjeta,EMP-08,,0
DD-006183,2023-11-01,C-235,Blanca,Guardería,250.0,Tarjeta,EMP-02,,0
DD-006184,2023-11-01,C-237,Tito,Adiestramiento,480.0,Efectivo,EMP-03,cliente VIP,0
DD-006097,2023-11-01,C-191,Sammy,Guardería,160.0,Tarjeta,EMP-01,pago pendiente,0
DD-005784,2023-11-01,C-029,Gus,Guardería,150.0,Efectivo,EMP-07,descuento aplicado,1
DD-006194,2023-11-01,C-245,Frida,Hotel,500.0,Efectivo,EMP-01,,0
DD-005776,2023-11-01,C-025,Lola,Guardería,230.0,Efectivo,EMP-01,,1
DD-006212,2023-11-01,C-251,Blanca,Guardería,160.0,Efectivo,EMP-04,,0
DD-005753,2023-11-01,C-015,Panda,Baño,390.0,Transferencia,EMP-08,cliente frecuente,1
DD-006302,2023-11-01,C-293,Blanca,Corte,440.0,Efectivo,EMP-08,cliente VIP,0
DD-005826,2023-11-01,C-049,Max,Baño,440.0,Tarjeta,EMP-07,,1
DD-005926,2023-11-01,C-102,Chispa,Guardería,200.0,Tarjeta,EMP-08,,0
DD-005870,2023-11-01,C-073,Max,Corte,380.0,Tarjeta,EMP-03,cliente VIP,1
DD-005938,2023-11-01,C-107,Lobo,Guardería,220.0,Efectivo,EMP-01,,0
DD-005962,2023-11-01,C-124,Manchas,Hotel,550.0,Efectivo,EMP-06,,0
DD-005979,2023-11-01,C-137,Sasha,Baño,430.0,Transferencia,EMP-01,descuento aplicado,0
DD-005963,2023-11-01,C-125,Tigrillo,Adiestramiento,460.0,Efectivo,EMP-04,,0
DD-006036,2023-11-01,C-163,Rocky,Guardería,190.0,Tarjeta,EMP-08,pago pendiente,0
DD-006005,2023-11-01,C-146,Ringo,Guardería,210.0,Tarjeta,EMP-04,cliente frecuente,0
DD-005977,2023-11-01,C-136,Simba,Baño,330.0,Transferencia,EMP-06,traer vacunas,0
DD-005850,2023-11-02,C-064,Bella,Guardería,180.0,Tarjeta,EMP-03,,1
DD-006155,2023-11-02,C-222,Canela,Guardería,210.0,Efectivo,EMP-07,,0
DD-005790,2023-11-02,C-031,Ringo,Baño,220.0,Efectivo,EMP-04,,1
DD-005833,2023-11-02,C-054,Mia,Guardería,150.0,Efectivo,EMP-01,propina incluida,1
DD-006075,2023-11-02,C-182,Negro,Adiestramiento,600.0,Tarjeta,EMP-06,perro agresivo,0
DD-006024,2023-11-02,C-155,Nala,Corte,340.0,Tarjeta,EMP-08,,0
DD-005865,2023-11-02,C-071,Daisy,Hotel,540.0,Efectivo,EMP-01,cliente VIP,1
DD-005943,2023-11-02,C-108,Sasha,Corte,490.0,Tarjeta,EMP-08,cliente VIP,0
DD-006102,2023-11-02,C-194,Nina,Guardería,170.0,Tarjeta,EMP-01,,0
DD-006099,2023-11-02,C-193,Zeus,Baño,230.0,Transferencia,EMP-08,,0
DD-006241,2023-11-02,C-267,Daisy,Guardería,220.0,Efectivo,EMP-08,pago pendiente,0
DD-006236,2023-11-02,C-264,Sultan,Corte,470.0,Efectivo,EMP-03,traer vacunas,0
DD-005897,2023-11-02,C-089,Panda,Guardería,210.0,Tarjeta,EMP-05,propina incluida,0
DD-006247,2023-11-02,C-270,Luna,Baño,380.0,Transferencia,EMP-05,perro agresivo,0
DD-005751,2023-11-02,C-014,Nena,Guardería,220.0,Efectivo,EMP-01,,1
DD-006318,2023-11-02,C-304,Buddy,Baño,230.0,Efectivo,EMP-07,perro agresivo,0
DD-006335,2023-11-02,C-311,Nala,Guardería,230.0,Efectivo,EMP-01,,0
DD-006331,2023-11-02,C-310,Paloma,Baño,280.0,Efectivo,EMP-03,primera visita,0
DD-005739,2023-11-02,C-009,Rosa,Guardería,170.0,Efectivo,EMP-02,pago pendiente,1
DD-005758,2023-11-03,C-016,Max,Adiestramiento,750.0,Efectivo,EMP-01,cliente VIP,1
DD-006107,2023-11-03,C-195,Rocky,Corte,400.0,Efectivo,EMP-02,propina incluida,0
DD-006108,2023-11-03,C-195,Rocky,Hotel,550.0,Efectivo,EMP-01,alérgico a champú,0
DD-005801,2023-11-03,C-038,Buddy,Guardería,230.0,Tarjeta,EMP-05,cliente VIP,1
DD-006056,2023-11-03,C-172,Tito,Guardería,220.0,Efectivo,EMP-04,pago pendiente,0
DD-005722,2023-11-03,C-001,Lobo,Guardería,240.0,Tarjeta,EMP-04,,1
DD-005923,2023-11-03,C-100,Rosa,Hotel,460.0,Efectivo,EMP-06,,0
DD-006044,2023-11-03,C-169,Gordo,Baño,400.0,Tarjeta,EMP-01,cliente VIP,0
DD-005987,2023-11-03,C-139,Panda,Guardería,200.0,Transferencia,EMP-07,cliente VIP,0
DD-005916,2023-11-03,C-096,Chato,Hotel,480.0,Efectivo,EMP-05,,0
DD-006255,2023-11-03,C-273,Nena,Baño,360.0,Tarjeta,EMP-03,,0
DD-006173,2023-11-03,C-229,Bella,Guardería,190.0,Tarjeta,EMP-06,propina incluida,0
DD-006267,2023-11-03,C-277,Panda,Corte,320.0,Transferencia,EMP-01,,0
DD-006191,2023-11-03,C-243,Maya,Guardería,200.0,Efectivo,EMP-05,cliente VIP,0
DD-006266,2023-11-03,C-277,Panda,Guardería,210.0,Tarjeta,EMP-01,cliente VIP,0
DD-006119,2023-11-03,C-203,Princesa,Corte,300.0,Tarjeta,EMP-01,,0
DD-005835,2023-11-03,C-055,Bear,Guardería,190.0,Efectivo,EMP-02,,1
DD-005846,2023-11-03,C-060,Lobo,Hotel,400.0,Tarjeta,EMP-01,traer vacunas,1
DD-005970,2023-11-03,C-127,Beto,Baño,320.0,Tarjeta,EMP-07,primera visita,0
DD-005999,2023-11-03,C-145,Lola,Corte,460.0,Efectivo,EMP-01,alérgico a champú,0
DD-006244,2023-11-03,C-269,Maya,Corte,260.0,Efectivo,EMP-04,descuento aplicado,0
DD-006216,2023-11-03,C-253,Luna,Adiestramiento,500.0,Tarjeta,EMP-02,,0
DD-005834,2023-11-04,C-054,Mia,Baño,380.0,Efectivo,EMP-02,,1
DD-006344,2023-11-04,C-315,Zeus,Baño,280.0,Efectivo,EMP-03,,0
DD-006230,2023-11-04,C-262,Charlie,Guardería,180.0,Efectivo,EMP-04,primera visita,0
DD-006082,2023-11-04,C-184,Mia,Corte,340.0,Efectivo,EMP-05,,0
DD-005946,2023-11-04,C-111,Thor,Guardería,160.0,Tarjeta,EMP-02,,0
DD-006328,2023-11-04,C-309,Boby,Baño,370.0,Tarjeta,EMP-07,,0
DD-006352,2023-11-04,C-318,Negro,Guardería,160.0,Tarjeta,EMP-01,,0
DD-006283,2023-11-04,C-284,Duke,Guardería,240.0,Transferencia,EMP-08,perro agresivo,0
DD-005994,2023-11-04,C-142,Estrella,Baño,250.0,Efectivo,EMP-06,propina incluida,0
DD-006139,2023-11-04,C-215,Daisy,Hotel,540.0,Efectivo,EMP-03,,0
DD-006256,2023-11-04,C-274,Nena,Corte,340.0,Efectivo,EMP-01,descuento aplicado,0
DD-006275,2023-11-04,C-281,Bear,Guardería,210.0,Transferencia,EMP-05,,0
DD-005884,2023-11-04,C-081,Luna,Adiestramiento,470.0,Tarjeta,EMP-05,propina incluida,0
DD-005960,2023-11-04,C-122,Pepa,Corte,470.0,Tarjeta,EMP-08,pago pendiente,0
DD-006007,2023-11-04,C-149,Toby,Guardería,230.0,Tarjeta,EMP-05,requiere cita previa,0
DD-006092,2023-11-04,C-190,Beto,Baño,380.0,Tarjeta,EMP-03,descuento aplicado,0
DD-006202,2023-11-04,C-247,Rosa,Guardería,230.0,Efectivo,EMP-07,traer vacunas,0
DD-005785,2023-11-04,C-029,Gus,Baño,290.0,Tarjeta,EMP-07,requiere cita previa,1
DD-005912,2023-11-04,C-094,Bear,Adiestramiento,620.0,Transferencia,EMP-02,perro agresivo,0
DD-006032,2023-11-04,C-160,Boby,Guardería,170.0,Tarjeta,EMP-04,cliente VIP,0
DD-005823,2023-11-05,C-049,Max,Guardería,180.0,Efectivo,EMP-01,,1
DD-006253,2023-11-05,C-272,Boby,Guardería,230.0,Tarjeta,EMP-07,,0
DD-005989,2023-11-05,C-140,Chispa,Baño,440.0,Efectivo,EMP-07,,0
DD-005967,2023-11-05,C-126,Manchas,Guardería,240.0,Efectivo,EMP-02,,0
DD-006339,2023-11-05,C-312,Bella,Baño,360.0,Efectivo,EMP-04,alérgico a champú,0
DD-006252,2023-11-05,C-272,Boby,Baño,390.0,Transferencia,EMP-06,cliente VIP,0
DD-006294,2023-11-05,C-290,Lola,Corte,270.0,Tarjeta,EMP-04,propina incluida,0
DD-005880,2023-11-05,C-080,Luna,Baño,280.0,Tarjeta,EMP-01,cliente frecuente,1
DD-006206,2023-11-05,C-248,Thor,Guardería,190.0,Efectivo,EMP-07,cliente frecuente,0
DD-006203,2023-11-05,C-247,Rosa,Guardería,180.0,Tarjeta,EMP-06,requiere cita previa,0
DD-006263,2023-11-05,C-276,Charlie,Hotel,460.0,Tarjeta,EMP-03,descuento aplicado,0
DD-006093,2023-11-05,C-191,Sammy,Hotel,530.0,Efectivo,EMP-01,,0
DD-006172,2023-11-05,C-228,Sasha,Guardería,210.0,Transferencia,EMP-06,,0
DD-005918,2023-11-05,C-098,Ringo,Guardería,210.0,Tarjeta,EMP-03,,0
DD-006276,2023-11-05,C-281,Bear,Guardería,150.0,Efectivo,EMP-06,alérgico a champú,0
DD-006273,2023-11-05,C-280,Nena,Hotel,450.0,Efectivo,EMP-02,pago pendiente,0
DD-005731,2023-11-05,C-003,Bella,Baño,280.0,Tarjeta,EMP-06,,1
DD-005867,2023-11-05,C-072,Chico,Baño,420.0,Tarjeta,EMP-07,,1
DD-006128,2023-11-05,C-209,Manchas,Guardería,240.0,Efectivo,EMP-07,propina incluida,0
DD-006289,2023-11-05,C-287,Maya,Baño,310.0,Tarjeta,EMP-05,pago pendiente,0
DD-006353,2023-11-05,C-318,Negro,Adiestramiento,690.0,Tarjeta,EMP-08,propina incluida,0
DD-005760,2023-11-06,C-017,Canela,Guardería,240.0,Transferencia,EMP-03,,1
DD-006228,2023-11-06,C-261,Sultan,Guardería,230.0,Tarjeta,EMP-02,,0
DD-005845,2023-11-06,C-059,Pepa,Hotel,470.0,Tarjeta,EMP-05,traer vacunas,1
DD-005896,2023-11-06,C-087,Sasha,Baño,430.0,Tarjeta,EMP-06,,0
DD-006210,2023-11-06,C-250,Pepa,Baño,360.0,Efectivo,EMP-08,propina incluida,0
DD-005775,2023-11-06,C-024,Sultan,Baño,430.0,Tarjeta,EMP-02,perro agresivo,1
DD-005809,2023-11-06,C-043,Luna,Guardería,220.0,Efectivo,EMP-08,traer vacunas,1
DD-006296,2023-11-06,C-290,Lola,Baño,220.0,Efectivo,EMP-06,,0
DD-005959,2023-11-06,C-121,Duke,Guardería,220.0,Tarjeta,EMP-03,,0
DD-006015,2023-11-06,C-154,Nena,Guardería,210.0,Efectivo,EMP-01,perro agresivo,0
DD-006200,2023-11-06,C-247,Rosa,Guardería,220.0,Efectivo,EMP-02,cliente VIP,0
DD-005949,2023-11-06,C-114,Rocky,Corte,440.0,Tarjeta,EMP-07,primera visita,0
DD-006321,2023-11-06,C-305,Paloma,Baño,270.0,Tarjeta,EMP-02,,0
DD-005793,2023-11-06,C-032,Tito,Guardería,200.0,Tarjeta,EMP-04,perro agresivo,1
DD-005860,2023-11-06,C-070,Buddy,Baño,270.0,Efectivo,EMP-02,,1
DD-005779,2023-11-06,C-028,Princesa,Guardería,200.0,Tarjeta,EMP-06,descuento aplicado,1
DD-005728,2023-11-06,C-002,Mia,Hotel,370.0,Efectivo,EMP-04,primera visita,1
DD-005973,2023-11-07,C-134,Luna,Baño,300.0,Tarjeta,EMP-07,,0
DD-005869,2023-11-07,C-072,Chico,Baño,410.0,Efectivo,EMP-02,,1
DD-005958,2023-11-07,C-121,Duke,Corte,260.0,Efectivo,EMP-07,primera visita,0
DD-006064,2023-11-07,C-176,Estrella,Hotel,400.0,Tarjeta,EMP-04,cliente frecuente,0
DD-005986,2023-11-07,C-138,Bear,Corte,480.0,Efectivo,EMP-07,,0
DD-006168,2023-11-07,C-227,Maya,Guardería,230.0,Tarjeta,EMP-07,requiere cita previa,0
DD-005797,2023-11-07,C-035,Pancho,Guardería,230.0,Tarjeta,EMP-06,pago pendiente,1
DD-006142,2023-11-07,C-217,Sultan,Guardería,210.0,Efectivo,EMP-05,propina incluida,0
DD-005804,2023-11-07,C-039,Tigrillo,Adiestramiento,460.0,Efectivo,EMP-07,,1
DD-005981,2023-11-07,C-138,Bear,Guardería,190.0,Tarjeta,EMP-04,descuento aplicado,0
DD-006293,2023-11-07,C-288,Boby,Guardería,160.0,Tarjeta,EMP-07,perro agresivo,0
DD-006045,2023-11-07,C-169,Gordo,Baño,220.0,Tarjeta,EMP-03,primera visita,0
DD-006104,2023-11-07,C-194,Nina,Guardería,210.0,Tarjeta,EMP-01,primera visita,0
DD-005995,2023-11-07,C-143,Rex,Guardería,160.0,Efectivo,EMP-02,alérgico a champú,0
DD-005839,2023-11-07,C-056,Bonita,Guardería,240.0,Tarjeta,EMP-04,traer vacunas,1
DD-006311,2023-11-08,C-299,Negro,Guardería,220.0,Tarjeta,EMP-03,pago pendiente,0
DD-006251,2023-11-08,C-271,Pancho,Corte,450.0,Efectivo,EMP-01,cliente frecuente,0
DD-006226,2023-11-08,C-260,Bonita,Adiestramiento,490.0,Efectivo,EMP-06,,0
DD-006260,2023-11-08,C-275,Lobo,Hotel,460.0,Tarjeta,EMP-01,perro agresivo,0
DD-006193,2023-11-08,C-244,Coco,Baño,360.0,Tarjeta,EMP-05,requiere cita previa,0
DD-006167,2023-11-08,C-227,Maya,Baño,280.0,Efectivo,EMP-01,perro agresivo,0
DD-005998,2023-11-08,C-144,Rex,Guardería,190.0,Efectivo,EMP-07,,0
DD-006004,2023-11-08,C-146,Ringo,Guardería,180.0,Efectivo,EMP-02,perro agresivo,0
DD-005935,2023-11-08,C-105,Tito,Hotel,440.0,Efectivo,EMP-02,,0
DD-005937,2023-11-08,C-106,Charlie,Guardería,180.0,Tarjeta,EMP-06,requiere cita previa,0
DD-006130,2023-11-08,C-210,Max,Guardería,190.0,Efectivo,EMP-01,,0
DD-006121,2023-11-08,C-204,Nala,Baño,230.0,Tarjeta,EMP-04,cliente frecuente,0
DD-006327,2023-11-08,C-309,Boby,Guardería,230.0,Efectivo,EMP-07,,0
DD-006322,2023-11-08,C-306,Pepa,Corte,310.0,Tarjeta,EMP-03,,0
DD-006084,2023-11-08,C-185,Toby,Adiestramiento,730.0,Tarjeta,EMP-01,cliente frecuente,0
DD-006073,2023-11-08,C-180,Buddy,Guardería,170.0,Transferencia,EMP-04,requiere cita previa,0
DD-006069,2023-11-08,C-179,Nina,Corte,400.0,Transferencia,EMP-08,propina incluida,0
DD-006061,2023-11-08,C-174,Chispa,Corte,480.0,Tarjeta,EMP-05,primera visita,0
DD-006035,2023-11-08,C-162,Kira,Guardería,220.0,Transferencia,EMP-08,descuento aplicado,0
DD-005883,2023-11-08,C-081,Luna,Guardería,170.0,Efectivo,EMP-06,primera visita,0
DD-006270,2023-11-08,C-279,Coco,Guardería,200.0,Tarjeta,EMP-01,,0
DD-005844,2023-11-08,C-059,Pepa,Baño,400.0,Efectivo,EMP-05,alérgico a champú,1
DD-005796,2023-11-08,C-035,Pancho,Guardería,160.0,Efectivo,EMP-07,,1
DD-005770,2023-11-08,C-023,Tito,Baño,430.0,Transferencia,EMP-07,traer vacunas,1
DD-005766,2023-11-08,C-021,Rocky,Hotel,500.0,Efectivo,EMP-08,descuento aplicado,1
DD-005984,2023-11-09,C-138,Bear,Baño,260.0,Efectivo,EMP-02,alérgico a champú,0
DD-005983,2023-11-09,C-138,Bear,Hotel,440.0,Efectivo,EMP-07,requiere cita previa,0
DD-005755,2023-11-09,C-015,Panda,Hotel,370.0,Tarjeta,EMP-08,requiere cita previa,1
DD-006314,2023-11-09,C-300,Manchas,Hotel,530.0,Tarjeta,EMP-07,requiere cita previa,0
DD-006190,2023-11-09,C-243,Maya,Hotel,390.0,Tarjeta,EMP-04,cliente frecuente,0
DD-005906,2023-11-09,C-092,Rocky,Hotel,390.0,Tarjeta,EMP-08,cliente VIP,0
DD-005874,2023-11-09,C-076,Bear,Guardería,230.0,Tarjeta,EMP-08,cliente VIP,1
DD-006298,2023-11-09,C-290,Lola,Corte,440.0,Efectivo,EMP-05,,0
DD-005974,2023-11-09,C-134,Luna,Guardería,240.0,Efectivo,EMP-08,,0
DD-005754,2023-11-09,C-015,Panda,Hotel,390.0,Tarjeta,EMP-01,requiere cita previa,1
DD-006317,2023-11-09,C-303,Toby,Guardería,200.0,Transferencia,EMP-03,,0
DD-006355,2023-11-09,C-320,Negro,Guardería,160.0,Transferencia,EMP-05,cliente frecuente,0
DD-006337,2023-11-09,C-312,Bella,Corte,330.0,Tarjeta,EMP-06,,0
DD-006218,2023-11-09,C-255,Frida,Guardería,240.0,Efectivo,EMP-07,pago pendiente,0
DD-006177,2023-11-09,C-232,Thor,Baño,250.0,Tarjeta,EMP-07,,0
DD-005743,2023-11-09,C-011,Daisy,Baño,320.0,Efectivo,EMP-06,pago pendiente,1
DD-005889,2023-11-09,C-084,Pancho,Guardería,190.0,Tarjeta,EMP-04,primera visita,0
DD-005857,2023-11-09,C-069,Paloma,Hotel,510.0,Efectivo,EMP-01,,1
DD-006214,2023-11-09,C-252,Kira,Hotel,510.0,Tarjeta,EMP-05,requiere cita previa,0
DD-006208,2023-11-09,C-250,Pepa,Corte,310.0,Efectivo,EMP-05,alérgico a champú,0
DD-006235,2023-11-09,C-263,Nena,Baño,250.0,Efectivo,EMP-06,primera visita,0
DD-005876,2023-11-10,C-078,Kira,Guardería,200.0,Tarjeta,EMP-03,,1
DD-006219,2023-11-10,C-256,Chato,Guardería,230.0,Tarjeta,EMP-01,requiere cita previa,0
DD-005978,2023-11-10,C-137,Sasha,Guardería,210.0,Efectivo,EMP-03,primera visita,0
DD-006245,2023-11-10,C-269,Maya,Corte,370.0,Transferencia,EMP-02,,0
DD-006055,2023-11-10,C-172,Tito,Guardería,230.0,Efectivo,EMP-07,alérgico a champú,0
DD-005848,2023-11-10,C-061,Toby,Guardería,230.0,Efectivo,EMP-07,,1
DD-005825,2023-11-10,C-049,Max,Guardería,170.0,Efectivo,EMP-03,traer vacunas,1
DD-005750,2023-11-10,C-013,Coco,Guardería,170.0,Tarjeta,EMP-06,,1
DD-006014,2023-11-10,C-153,Chato,Corte,460.0,Tarjeta,EMP-06,cliente VIP,0
DD-005895,2023-11-10,C-087,Sasha,Guardería,250.0,Transferencia,EMP-04,,0
DD-006178,2023-11-10,C-232,Thor,Adiestramiento,450.0,Tarjeta,EMP-05,primera visita,0
DD-005789,2023-11-10,C-031,Ringo,Guardería,160.0,Efectivo,EMP-01,perro agresivo,1
DD-006349,2023-11-10,C-317,Beto,Hotel,480.0,Efectivo,EMP-07,propina incluida,0
DD-006006,2023-11-10,C-149,Toby,Corte,260.0,Transferencia,EMP-08,primera visita,0
DD-006165,2023-11-10,C-225,Simba,Guardería,160.0,Tarjeta,EMP-04,propina incluida,0
DD-005822,2023-11-10,C-048,Buddy,Baño,360.0,Efectivo,EMP-08,,1
DD-006329,2023-11-10,C-309,Boby,Baño,340.0,Efectivo,EMP-03,requiere cita previa,0
DD-006185,2023-11-10,C-239,Pancho,Baño,290.0,Tarjeta,EMP-08,,0
DD-005909,2023-11-10,C-093,Thor,Guardería,190.0,Tarjeta,EMP-08,alérgico a champú,0
DD-005911,2023-11-10,C-093,Thor,Corte,280.0,Efectivo,EMP-02,,0
DD-005774,2023-11-10,C-024,Sultan,Baño,370.0,Efectivo,EMP-08,,1
DD-006067,2023-11-10,C-179,Nina,Baño,270.0,Efectivo,EMP-06,,0
DD-006059,2023-11-11,C-173,Charlie,Guardería,240.0,Tarjeta,EMP-03,traer vacunas,0
DD-006136,2023-11-11,C-214,Gordo,Baño,390.0,Tarjeta,EMP-06,,0
DD-005799,2023-11-11,C-036,Rex,Guardería,170.0,Efectivo,EMP-04,,1
DD-005854,2023-11-11,C-067,Bonita,Baño,310.0,Tarjeta,EMP-03,,1
DD-006188,2023-11-11,C-242,Sammy,Guardería,160.0,Efectivo,EMP-06,traer vacunas,0
DD-005786,2023-11-11,C-030,Bear,Baño,380.0,Tarjeta,EMP-06,propina incluida,1
DD-005730,2023-11-11,C-002,Mia,Baño,440.0,Tarjeta,EMP-06,descuento aplicado,1
DD-005980,2023-11-11,C-138,Bear,Baño,270.0,Transferencia,EMP-05,primera visita,0
DD-006159,2023-11-11,C-223,Sasha,Guardería,230.0,Efectivo,EMP-05,perro agresivo,0
DD-005761,2023-11-11,C-017,Canela,Baño,220.0,Tarjeta,EMP-04,cliente VIP,1
DD-005957,2023-11-11,C-119,Canela,Baño,450.0,Tarjeta,EMP-04,pago pendiente,0
DD-006342,2023-11-11,C-313,Nala,Baño,250.0,Tarjeta,EMP-04,cliente frecuente,0
DD-005913,2023-11-11,C-095,Nala,Baño,350.0,Transferencia,EMP-03,perro agresivo,0
DD-005914,2023-11-11,C-095,Nala,Hotel,580.0,Efectivo,EMP-07,,0
DD-005771,2023-11-11,C-023,Tito,Guardería,240.0,Tarjeta,EMP-03,cliente frecuente,1
DD-005922,2023-11-11,C-099,Gordo,Guardería,200.0,Efectivo,EMP-04,,0
DD-005868,2023-11-11,C-072,Chico,Guardería,200.0,Tarjeta,EMP-07,perro agresivo,1
DD-005887,2023-11-11,C-083,Duke,Hotel,400.0,Tarjeta,EMP-04,,0
DD-005886,2023-11-11,C-083,Duke,Adiestramiento,490.0,Tarjeta,EMP-02,cliente frecuente,0
DD-005929,2023-11-11,C-103,Panda,Guardería,210.0,Tarjeta,EMP-04,descuento aplicado,0
DD-006091,2023-11-12,C-189,Zeus,Guardería,150.0,Tarjeta,EMP-02,,0
DD-006286,2023-11-12,C-286,Estrella,Baño,240.0,Efectivo,EMP-03,propina incluida,0
DD-006003,2023-11-12,C-146,Ringo,Baño,380.0,Tarjeta,EMP-02,cliente VIP,0
DD-006261,2023-11-12,C-275,Lobo,Corte,420.0,Efectivo,EMP-03,,0
DD-005838,2023-11-12,C-055,Bear,Guardería,200.0,Tarjeta,EMP-06,,1
DD-006158,2023-11-12,C-223,Sasha,Adiestramiento,560.0,Efectivo,EMP-07,cliente frecuente,0
DD-005875,2023-11-12,C-078,Kira,Guardería,250.0,Efectivo,EMP-02,,1
DD-006162,2023-11-12,C-224,Zeus,Adiestramiento,660.0,Tarjeta,EMP-03,cliente VIP,0
DD-005961,2023-11-12,C-123,Ringo,Guardería,200.0,Tarjeta,EMP-03,alérgico a champú,0
DD-006287,2023-11-12,C-286,Estrella,Baño,350.0,Efectivo,EMP-04,cliente frecuente,0
DD-006306,2023-11-12,C-295,Chico,Hotel,450.0,Tarjeta,EMP-07,,0
DD-006011,2023-11-12,C-150,Duke,Guardería,200.0,Tarjeta,EMP-04,propina incluida,0
DD-005905,2023-11-12,C-091,Kira,Hotel,460.0,Tarjeta,EMP-03,perro agresivo,0
DD-005991,2023-11-12,C-141,Maya,Hotel,480.0,Efectivo,EMP-05,primera visita,0
DD-006072,2023-11-12,C-180,Buddy,Corte,470.0,Efectivo,EMP-04,,0
DD-005752,2023-11-12,C-015,Panda,Corte,400.0,Efectivo,EMP-08,descuento aplicado,1
DD-006341,2023-11-12,C-313,Nala,Guardería,200.0,Tarjeta,EMP-03,pago pendiente,0
